"Record ID","Company name","Company owner","Create Date","Type","Lifecycle Stage","Lead Status","Associated Deal","Associated Deal IDs"
"33049356399","UtilityCloud","Carl Petterson","2025-04-22 04:44","Prospect","Lead","Attempted to Contact","",""
"32012688169","Mittandbud","Gjermund Moastuen","2025-04-14 08:35","Prospect","Lead","New","",""
"31774955434","Skodre","Gjermund Moastuen","2025-04-04 09:57","Prospect","Lead","Connected","",""
"31779670322","Lørenskog Utvikling","Gjermund Moastuen","2025-04-04 08:40","Prospect","Lead","Connected","",""
"31804167489","Hoosly","Gjermund Moastuen","2025-04-04 07:25","Prospect","Opportunity","Opportunity","Hoosly - Ny Deal","37551362715"
"31774949742","FHI","Gjermund Moastuen","2025-04-04 07:19","Prospect","Lead","Attempted to Contact","",""
"31691875372","Cobrief","Carl Petterson","2025-04-02 10:45","Prospect","Lead","New","",""
"31659755843","colosseum.no","Gjermund Moastuen","2025-04-02 07:52","Prospect","Lead","Attempted to Contact","",""
"31667549292","Colosseumklinikken AS","Gjermund Moastuen","2025-04-02 07:51","Prospect","Lead","Attempted to Contact","",""
"31669451407","ndra.no","Gjermund Moastuen","2025-04-02 07:48","Prospect","Lead","Attempted to Contact","",""
"31645295995","DN Media Group AS","Gjermund Moastuen","2025-04-02 07:25","Prospect","Lead","New","",""
"31667546977","Ispas","Gjermund Moastuen","2025-04-02 06:00","Prospect","Lead","Attempted to Contact","",""
"31667524508","Euronext","Gjermund Moastuen","2025-04-01 21:43","Prospect","Lead","Attempted to Contact","",""
"31667523472","Veni Energy","Gjermund Moastuen","2025-04-01 21:34","Prospect","Lead","","",""
"31667522125","Enerin","Gjermund Moastuen","2025-04-01 21:22","Prospect","Lead","Attempted to Contact","",""
"31667515195","Micronet","Gjermund Moastuen","2025-04-01 20:18","Prospect","Lead","Attempted to Contact","",""
"31645020519","Tibe","Gjermund Moastuen","2025-04-01 16:38","Prospect","Lead","Attempted to Contact","",""
"31646281091","Zaptec","Gjermund Moastuen","2025-04-01 16:05","Prospect","Lead","Attempted to Contact","",""
"31609085364","Highcharts","Gjermund Moastuen","2025-04-01 15:44","Prospect","Lead","New","",""
"31605205894","Avitell","Gjermund Moastuen","2025-04-01 15:27","Prospect","Lead","New","",""
"31605202823","Comsol","Gjermund Moastuen","2025-04-01 14:52","Prospect","Lead","New","",""
"31573492336","Lifeness","Carl Petterson","2025-03-31 15:17","Prospect","Lead","New","",""
"31490463366","Otte AS","Carl Petterson","2025-03-28 12:45","Prospect","Lead","Connected","",""
"31453492905","Beyond","Carl Petterson","2025-03-27 14:53","Prospect","Lead","Connected","",""
"31449915244","Nyby","Carl Petterson","2025-03-27 13:19","Prospect","Lead","","",""
"31449653010","Yne","Gjermund Moastuen","2025-03-27 10:08","Prospect","Lead","New","",""
"31447162245","Sandnes Eiendom Invest","Gjermund Moastuen","2025-03-27 09:15","Prospect","Lead","Attempted to Contact","",""
"31448972042","Varner","Gjermund Moastuen","2025-03-27 09:12","Prospect","Lead","Attempted to Contact","",""
"31430148248","Egmont","Gjermund Moastuen","2025-03-27 08:33","Prospect","Lead","Attempted to Contact","",""
"31446734197","STORY HOUSE EGMONT AS","Gjermund Moastuen","2025-03-27 08:25","Prospect","Lead","Attempted to Contact","",""
"31446734093","Galleon Embedded Computing","Gjermund Moastuen","2025-03-27 08:20","Prospect","Lead","New","",""
"31432250215","Active Brands","Gjermund Moastuen","2025-03-26 15:43","Prospect","Lead","New","",""
"31432247411","Trondrud Engineering","Gjermund Moastuen","2025-03-26 15:23","Prospect","Lead","New","",""
"31417870498","Montel","Gjermund Moastuen","2025-03-26 15:13","Prospect","Lead","Attempted to Contact","",""
"31432236945","Gexcon","Gjermund Moastuen","2025-03-26 13:57","Prospect","Lead","Attempted to Contact","",""
"31417860470","Vard","Gjermund Moastuen","2025-03-26 13:49","Prospect","Lead","Connected","",""
"31405982475","frontline.cy","Gjermund Moastuen","2025-03-26 13:22","Prospect","Lead","Attempted to Contact","",""
"31432233741","Frontline","Gjermund Moastuen","2025-03-26 13:14","Prospect","Lead","Attempted to Contact","",""
"31417853461","Colli Care","Gjermund Moastuen","2025-03-26 11:50","Prospect","Lead","Attempted to Contact","",""
"31417852679","Aqua Kompetanse","Gjermund Moastuen","2025-03-26 11:34","Prospect","Lead","Attempted to Contact","",""
"31434023578","Svea Bank","Gjermund Moastuen","2025-03-26 10:56","Prospect","Lead","Attempted to Contact","",""
"31417846072","BankID BankAxcept AS","Gjermund Moastuen","2025-03-26 09:37","Prospect","Lead","Attempted to Contact","",""
"31417842029","Oslo Universitetssykehus","Carl Petterson","2025-03-26 07:41","Prospect","Lead","Connected","",""
"31415334760","Odercontrol","Gjermund Moastuen","2025-03-25 17:02","Prospect","Sales Qualified Lead","Connected","",""
"31416679232","Norsk Sau og Geit","Gjermund Moastuen","2025-03-25 16:55","Prospect","Lead","Attempted to Contact","",""
"31378440285","Prelect","Carl Petterson","2025-03-24 21:45","Prospect","Lead","Attempted to Contact","",""
"31309577307","Mapsi","Gjermund Moastuen","2025-03-24 12:57","Prospect","Lead","Attempted to Contact","",""
"31285964448","Noria Vest","Gjermund Moastuen","2025-03-21 13:20","Prospect","Lead","Connected","",""
"31284140630","Traget 365","Gjermund Moastuen","2025-03-21 09:19","Prospect","Lead","Connected","",""
"31127816252","Media Direct Norge","Gjermund Moastuen","2025-03-18 10:02","Prospect","Lead","Attempted to Contact","",""
"31127815842","Norsk Rikstoto","Carl Petterson","2025-03-18 09:55","Prospect","Lead","Attempted to Contact","",""
"31127808162","Norsk Gjenvinning","Gjermund Moastuen","2025-03-18 06:26","Prospect","Lead","Attempted to Contact","",""
"31127806898","Univers AS","Gjermund Moastuen","2025-03-18 05:45","Prospect","Lead","Attempted to Contact","",""
"31115729518","Solea","Carl Petterson","2025-03-17 12:02","Prospect","Lead","Connected","",""
"31037701233","Cutters","Gjermund Moastuen","2025-03-14 11:53","Prospect","Lead","Attempted to Contact","",""
"31037379967","NTB","Gjermund Moastuen","2025-03-14 08:29","Prospect","Lead","Attempted to Contact","",""
"31043469415","Penneo","Gjermund Moastuen","2025-03-14 08:24","Prospect","Lead","Attempted to Contact","",""
"31043469127","iVerdi","Gjermund Moastuen","2025-03-14 08:13","Prospect","Lead","Attempted to Contact","",""
"31042613083","Outsearching","Gjermund Moastuen","2025-03-13 19:32","Prospect","Opportunity","Connected","Outsearching - Ny avtale","34689145910"
"31042597754","Integrera","Gjermund Moastuen","2025-03-13 17:29","Prospect","Opportunity","Connected","Integra AS - Ny avtale","34943563412"
